Game Name,Release Date,Price,Categories,User Tags,Developer,Publisher,Review Level,Review Detail
Maximum Football,7-Nov-24,Free To Play,"Simulation, Sports, Free To Play, Early Access","Sports, Free to Play, Simulation, Multiplayer, Local Multiplayer, Singleplayer, Physics, Character Customization, 3D, Football (American), Realistic, Early Access, Controller, PvP, +, ",Maximum Entertainment,Maximum Entertainment,Mixed,- 69% of the 524 user reviews for this game are positive.
PAW Patrol World,29-Sep-23,$39.99 ,"Action, Adventure","Exploration, Sandbox, Driving, Action-Adventure, Character Customization, 3D, Cute, Open World, Family Friendly, Action, Dog, Adventure, Cartoon, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, Cozy, Comedy, +, ",3DClouds,Outright Games Ltd.,Very Positive,- 90% of the 55 user reviews for this game are positive.
Meet Your Maker,4-Apr-23,$19.99 ,"Action, Strategy","Action, Base Building, Strategy, Co-op, First-Person, Building, Asynchronous Multiplayer, FPS, Post-apocalyptic, Shooter, Level Editor, Tactical, Resource Management, Multiplayer, 3D, Online Co-Op, Singleplayer, Combat, Gore, Violent, +, ",Behaviour Interactive Inc.,Behaviour Interactive Inc.,Mostly Positive,"- 73% of the 2,914 user reviews for this game are positive."
"Braid, Anniversary Edition",14-May-24,$19.99 ,"Action, Adventure, Indie","Puzzle Platformer, 2D Platformer, Puzzle, Platformer, Action-Adventure, 2D, Action, Time Manipulation, Narration, Casual, Cartoony, Colorful, Hand-drawn, Game Development, Logic, Time Travel, Atmospheric, Emotional, Programming, Adventure, +, ","Thekla, Inc.","Thekla, Inc.",Overwhelmingly Positive,- 95% of the 987 user reviews for this game are positive.
Stellar Tactics,22-Sep-16,$19.99 ,"Adventure, Indie, RPG, Strategy, Early Access","CRPG, RPG, Party-Based RPG, Character Customization, Tactical RPG, Turn-Based Combat, Isometric, Open World, Sandbox, Post-apocalyptic, Turn-Based Tactics, Sci-fi, Singleplayer, Space, Early Access, Indie, Turn-Based, Adventure, Strategy, Exploration, +, ",Maverick Games,Maverick Games,Very Positive,"- 81% of the 1,309 user reviews for this game are positive."
Shadowrun: Hong Kong - Extended Edition,20-Aug-15,$19.99 ,"Adventure, Indie, RPG, Strategy","RPG, Cyberpunk, Turn-Based, Story Rich, Isometric, Strategy, Indie, Turn-Based Tactics, Adventure, Singleplayer, CRPG, Turn-Based Combat, Sci-fi, Atmospheric, Kickstarter, Tactical, Great Soundtrack, Fantasy, Female Protagonist, Action, +, ",Harebrained Schemes,Paradox Interactive,Very Positive,"- 86% of the 3,376 user reviews for this game are positive."
Danganronpa S: Ultimate Summer Camp,20-Jul-22,$19.99 ,Adventure,"Adventure, Board Game, RPG, Satire, Funny, Casual, Visual Novel, Relaxing, Anime, Card Game, Card Battler, Trading Card Game, 2D, Mystery, Turn-Based Combat, Singleplayer, Sexual Content, Mature, +, ","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",Mixed,- 63% of the 483 user reviews for this game are positive.
Heaven Will Be Mine,25-Jul-18,$14.99 ,Indie,"Indie, LGBTQ+, Visual Novel, Female Protagonist, Mechs, Sci-fi, Romance, Story Rich, Great Soundtrack, Sexual Content, Singleplayer, Dating Sim, Space, Anime, +, ",Pillow Fight,Pillow Fight,Very Positive,- 93% of the 524 user reviews for this game are positive.
WARNO - Early Access Pack,22-May-24,$9.99 ,"Action, Indie, Simulation, Strategy","Strategy, Action, Indie, Simulation, +, ",Eugen Systems,Eugen Systems,Mostly Positive,- 78% of the 143 user reviews for this game are positive.
Element TD 2 - Tower Defense,2-Apr-21,$14.99 ,"Indie, Strategy","Tower Defense, Real Time Tactics, Multiplayer, Fantasy, Strategy, PvE, PvP, Team-Based, Competitive, Character Customization, RTS, 3D, Tactical, Score Attack, Building, Co-op, Online Co-Op, Singleplayer, Replay Value, Indie, +, ",Element Studios,Element Studios,Very Positive,"- 90% of the 2,549 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score."
Thronebreaker: The Witcher Tales,9-Nov-18,$19.99 ,"Adventure, RPG","RPG, Adventure, Card Game, Story Rich, Singleplayer, Choices Matter, Female Protagonist, Fantasy, Strategy, Great Soundtrack, Isometric, Dark Fantasy, Puzzle, Medieval, Mature, Open World, Atmospheric, Turn-Based, Visual Novel, Multiplayer, +, ",CD PROJEKT RED,CD PROJEKT RED,Very Positive,"- 90% of the 14,076 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score."
Kingdom Eighties,26-Jun-23,$11.99 ,"Action, Strategy","Story Rich, Strategy, Action, 2D, Tower Defense, Action RTS, Casual, Side Scroller, Building, Base Building, City Builder, Adventure, Colony Sim, Survival, Sandbox, Singleplayer, Exploration, Sci-fi, Pixel Graphics, Fantasy, +, ",Fury Studios,Raw Fury,Mostly Positive,"- 75% of the 2,047 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score."
Shovel Knight Dig,23-Sep-22,$24.99 ,"Action, Adventure, Indie, Strategy","Action Roguelike, Action-Adventure, 2D, Roguelike, Cute, Action, Funny, Linear, Story Rich, Cartoony, Pixel Graphics, Colorful, Family Friendly, Adventure, Fantasy, Old School, Retro, Singleplayer, Combat, Indie, +, ",Nitrome,Yacht Club Games,Mostly Positive,- 73% of the 689 user reviews for this game are positive.
Remnant Records,23-Jan-24,$15.99 ,"Action, Indie","3D, Horror, Demons, Online Co-Op, Multiplayer, Investigation, Psychological Horror, Detective, Atmospheric, Procedural Generation, First-Person, Co-op, Supernatural, Realistic, Dark, Mystery, Singleplayer, Action, Thriller, Indie, +, ",Noctiluca Studio,Noctiluca Studio,Very Positive,- 83% of the 391 user reviews for this game are positive.
DisplayFusion,29-Mar-13,$39.99 ,Utilities,"Utilities, Software, +, ",Binary Fortress Software,Binary Fortress Software,Very Positive,- 86% of the 957 user reviews for this software are positive.
Total War: ATTILA - The Last Roman Campaign Pack,25-Jun-15,$16.99 ,Strategy,"Strategy, Historical, Rome, +, ",CREATIVE ASSEMBLY,SEGA,Mixed,- 64% of the 345 user reviews for this game are positive.
Peaks of Yore - The Great Alps,14-Nov-24,$12.99 ,"Action, Adventure, Indie","Adventure, Action, Physics, Indie, Difficult, Psychological Horror, Exploration, Platformer, Atmospheric, Historical, First-Person, Philosophical, Singleplayer, Nature, Retro, Realistic, Story Rich, Stylized, 3D Platformer, Multiple Endings, +, ",Anders Grube Jensen,TraipseWare,Very Positive,- 89% of the 123 user reviews for this game are positive.
The Sims 3 - Into the Future,23-Oct-13,$19.99 ,Simulation,"Simulation, Futuristic, Sci-fi, Singleplayer, Robots, +, ",The Sims Studio,Electronic Arts,Mostly Positive,- 75% of the 129 user reviews for this game are positive.
Mega Man Battle Network Legacy Collection Vol. 2,13-Apr-23,$39.99 ,"Action, RPG","RPG, Action, Action RPG, Pixel Graphics, Singleplayer, Deckbuilding, PvP, Retro, Trading, 2D, Science, PvE, JRPG, Anime, CRPG, Sci-fi, +, ","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Very Positive,- 85% of the 411 user reviews for this game are positive.
Scanner Sombre,26-Apr-17,$5.99 ,"Adventure, Indie","Exploration, Walking Simulator, Horror, Atmospheric, Indie, Adventure, First-Person, VR, Singleplayer, Short, Psychological Horror, Colorful, Action, Casual, Lovecraftian, Sci-fi, Jump Scare, Underground, Linear, Mystery Dungeon, +, ",Introversion Software,Introversion Software,Very Positive,"- 91% of the 2,595 user reviews for this game are positive."
Tank Mechanic Simulator,20-Feb-20,$19.99 ,"Action, Adventure, Casual, Indie, Simulation","Tanks, Simulation, World War II, Realistic, Singleplayer, First-Person, Building, Relaxing, Action, Indie, Management, Walking Simulator, Crafting, Economy, Casual, Exploration, Resource Management, Adventure, Atmospheric, Family Friendly, +, ",DeGenerals S.A.,PlayWay S.A.,Very Positive,"- 88% of the 7,500 user reviews for this game are positive."
Shadow Tactics: Blades of the Shogun,6-Dec-16,$39.99 ,"Indie, Strategy","Stealth, Strategy, Tactical, Ninja, Real Time Tactics, Singleplayer, Indie, Isometric, Assassin, Historical, Action, RTS, Difficult, Violent, Atmospheric, Third Person, Adventure, Survival, Puzzle, Great Soundtrack, +, ",Mimimi Games,Daedalic Entertainment,Overwhelmingly Positive,"- 96% of the 29,214 user reviews for this game are positive."
Tomba! Special Edition,31-Jul-24,$19.99 ,Action,"Action, Platformer, 2D Platformer, 2.5D, Old School, Retro, Singleplayer, 3D Platformer, Metroidvania, Adventure, Funny, Exploration, Classic, +, ",Limited Run Games,Limited Run Games,Very Positive,- 88% of the 355 user reviews for this game are positive.
Ys: Memories of Celceta,25-Jul-18,$24.99 ,"Action, RPG","Action, RPG, Action RPG, JRPG, Anime, Great Soundtrack, Singleplayer, Adventure, Fantasy, Hack and Slash, +, ",Nihon Falcom,XSEED Games,Very Positive,- 92% of the 765 user reviews for this game are positive.
Panzer Knights,19-May-21,$24.99 ,"Action, Indie","Tanks, Anime, World War II, War, Cartoony, Third Person, Vehicular Combat, Wargame, Action, Third-Person Shooter, Simulation, Shooter, Combat, Indie, Linear, Singleplayer, Female Protagonist, Cartoon, Military, 3D, +, ",樂磚Joy Brick,PQube,Very Positive,"- 81% of the 1,579 user reviews for this game are positive."
Escape From Mystwood Mansion,27-Sep-23,$16.99 ,"Action, Adventure, Casual, Indie","Escape Room, Puzzle, Cozy, Mystery, Exploration, First-Person, Casual, Multiple Endings, Detective, Controller, Stylized, Logic, Colorful, Adventure, Singleplayer, Point & Click, Linear, Investigation, 3D, Indie, +, ",Lost Sock Studio,Lost Sock Studio,Very Positive,- 93% of the 481 user reviews for this game are positive.
Mordheim: City of the Damned,19-Nov-15,$19.99 ,"RPG, Strategy","Tactical, Games Workshop, RPG, Turn-Based, Strategy, Dark Fantasy, Turn-Based Tactics, Turn-Based Combat, Multiplayer, Turn-Based Strategy, Fantasy, Perma Death, Singleplayer, Medieval, Procedural Generation, Board Game, Indie, Controller, Tactical RPG, Competitive, +, ",Rogue Factor,Nacon,Mostly Positive,"- 72% of the 6,576 user reviews for this game are positive."
Exit the Gungeon,17-Mar-20,$9.99 ,"Action, Adventure, Indie","Arcade, Action, Indie, Adventure, Bullet Hell, Pixel Graphics, 2D, Difficult, Shooter, Singleplayer, 2D Platformer, Dungeon Crawler, Funny, Great Soundtrack, Retro, Roguelike, Atmospheric, Platformer, Metroidvania, Roguelite, +, ",Dodge Roll,Devolver Digital,Mostly Positive,"- 76% of the 3,061 user reviews for this game are positive."
Two Point Campus: Medical School,17-Aug-23,$9.99 ,"Indie, Simulation","Simulation, Indie, Casual, Strategy, +, ",Two Point Studios,SEGA,Mixed,- 44% of the 43 user reviews for this game are positive.
Styx: Shards of Darkness,14-Mar-17,$19.99 ,"Action, Adventure","Stealth, Action, Singleplayer, Adventure, Atmospheric, Multiplayer, Story Rich, Third Person, Co-op, Assassin, Puzzle, Violent, Indie, Gore, Open World, Parkour, RPG, Fantasy, Dark Fantasy, Dark Humor, +, ",Cyanide Studio,Nacon,Very Positive,"- 83% of the 3,938 user reviews for this game are positive."
Tricky Madness,15-Nov-24,$7.99 ,"Racing, Simulation, Sports, Early Access","Sports, Racing, Arcade, Exploration, 3D, Colorful, Stylized, Third Person, Snowboarding, Skiing, Controller, Physics, Singleplayer, Atmospheric, Simulation, Indie, Early Access, +, ",Nathan Dearth,Nathan Dearth,Very Positive,- 99% of the 116 user reviews for this game are positive.
No Time to Relax,28-Feb-19,$13.99 ,"Casual, Indie, Simulation, Strategy","Multiplayer, 4 Player Local, Board Game, Funny, Casual, Strategy, Simulation, Local Multiplayer, Indie, Singleplayer, Controller, 2D, Cute, Relaxing, Strategy RPG, Cartoony, Time Management, Tabletop, Turn-Based Strategy, Colorful, +, ",Porcelain Fortress,Porcelain Fortress,Very Positive,"- 93% of the 1,690 user reviews for this game are positive."
OZMAFIA!!,29-Apr-16,$34.99 ,Adventure,"Otome, Visual Novel, Female Protagonist, Romance, Anime, Dating Sim, Adventure, Fantasy, Cute, Singleplayer, Psychological Horror, Choices Matter, Multiple Endings, Story Rich, +, ",Poni-Pachet SY,MangaGamer,Very Positive,- 81% of the 579 user reviews for this game are positive.
Castle of Illusion,4-Sep-13,$14.99 ,"Adventure, Casual","Platformer, Adventure, Remake, Casual, Family Friendly, Singleplayer, Retro, Classic, Colorful, Great Soundtrack, 2.5D, Short, 2D, 3D Platformer, Cartoon, Difficult, Fantasy, Cartoony, Atmospheric, Cute, +, ",SEGA Studios Australia,SEGA,Very Positive,"- 90% of the 2,851 user reviews for this game are positive."
Gal Guardians: Demon Purge,23-Feb-23,$24.99 ,"Action, Adventure","Action, Adventure, 2D Platformer, Platformer, Side Scroller, Anime, 2D, Pixel Graphics, Cute, Female Protagonist, Gothic, Dark Fantasy, Singleplayer, Multiplayer, Local Multiplayer, Local Co-Op, Co-op, Retro, Difficult, Sexual Content, +, ","INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",Very Positive,- 81% of the 945 user reviews for this game are positive.
Per Aspera,3-Dec-20,$29.99 ,"Indie, Simulation, Strategy","Online Co-Op, Moddable, Management, Multiplayer, Automation, Robots, Base Building, Resource Management, City Builder, Sandbox, Colony Sim, Simulation, Strategy, Mars, Survival, Building, Sci-fi, Space, Science, Co-op, +, ",Tlön Industries,Raw Fury,Mostly Positive,"- 76% of the 3,722 user reviews for this game are positive."
Dark Messiah of Might & Magic,25-Oct-06,$9.99 ,"Action, RPG","RPG, First-Person, Action, Fantasy, Swordplay, Dark Fantasy, Adventure, Magic, Classic, Singleplayer, Stealth, Multiple Endings, Action RPG, Medieval, Story Rich, Atmospheric, Gore, Hack and Slash, Immersive Sim, Multiplayer, +, ",Arkane Studios,Ubisoft,Very Positive,"- 89% of the 7,907 user reviews for this game are positive."
Door Kickers,20-Oct-14,$19.99 ,"Action, Indie, Simulation, Strategy","Tactical, Strategy, Top-Down, Simulation, Action, Indie, Singleplayer, Real-Time with Pause, 2D, Replay Value, Co-op, Real Time Tactics, RTS, Shooter, Top-Down Shooter, Moddable, Puzzle, Level Editor, Difficult, Multiplayer, +, ",KillHouse Games,KillHouse Games,Very Positive,"- 94% of the 7,752 user reviews for this game are positive."
Reentry - A Space Flight Simulator,15-Nov-18,$29.99 ,"Adventure, Indie, Simulation, Strategy, Early Access","Early Access, Space, Simulation, Flight, Space Sim, Open World, Realistic, Immersive Sim, Exploration, Science, Military, Physics, Difficult, Historical, VR, Medieval, Education, 3D, Atmospheric, Adventure, +, ",Lyra Creative,Lyra Creative,Overwhelmingly Positive,- 97% of the 707 user reviews for this game are positive.
SAS: Zombie Assault 4,16-Oct-17,Free To Play,"Action, Free To Play, RPG","Free to Play, Zombies, Top-Down Shooter, Multiplayer, Co-op, Action, Shooter, Top-Down, 2D, RPG, Survival, Singleplayer, Online Co-Op, Horror, Gore, Sci-fi, Violent, Atmospheric, Casual, Post-apocalyptic, +, ",Ninja Kiwi,Ninja Kiwi,Very Positive,"- 86% of the 8,752 user reviews for this game are positive."
Call of Duty®: Black Ops III - The Giant Zombies Map,2-Jun-16,$5.99 ,"Action, Adventure","Action, Adventure, FPS, Zombies, Shooter, Multiplayer, +, ",Treyarch,Activision,Very Positive,- 82% of the 351 user reviews for this game are positive.
Slay the Princess - Supporters Pack,27-Oct-23,$9.99 ,"Adventure, Indie, RPG, Simulation","Adventure, Psychological Horror, Dating Sim, Horror, Choices Matter, RPG, Visual Novel, Choose Your Own Adventure, Psychological, Lovecraftian, Interactive Fiction, Story Rich, Dark Humor, Dark Comedy, CRPG, Supernatural, Multiple Endings, Surreal, Philosophical, Funny, +, ",Black Tabby Games,Black Tabby Games,Very Positive,- 100% of the 98 user reviews for this game are positive.
Phantasy Star Online 2 New Genesis - [SALE] 10000AC Exchange Ticket,20-Dec-23,$94.99 ,"Action, Massively Multiplayer, RPG, Free To Play","Free to Play, MMORPG, Anime, RPG, Character Customization, Action, Multiplayer, Massively Multiplayer, Online Co-Op, JRPG, Sci-fi, Action RPG, Fantasy, Open World, Mechs, Co-op, Cute, Nudity, Great Soundtrack, Sexual Content, +, ",SEGA,SEGA,Mixed,- 60% of the 10 user reviews for this game are positive.
The Quintessential Quintuplets - Five Memories Spent With You,23-May-24,$34.99 ,Adventure,"Adventure, Visual Novel, Anime, Comedy, Singleplayer, Romance, +, ",MAGES. Inc.,"Spike Chunsoft Co., Ltd.",Very Positive,- 97% of the 111 user reviews for this game are positive.
Cities: Skylines - Content Creator Pack: Heart of Korea,15-Nov-22,$5.99 ,"Simulation, Strategy","Strategy, Simulation, +, ",Elvis,Paradox Interactive,Mixed,- 69% of the 63 user reviews for this game are positive.
Bless Unleashed,6-Aug-21,Free To Play,"Action, Free To Play, Massively Multiplayer, RPG","RPG, Free to Play, MMORPG, Open World, Multiplayer, Sexual Content, Massively Multiplayer, Action, Adventure, Action RPG, Third Person, Fantasy, PvE, PvP, Character Customization, Trading, Beautiful, Co-op, Singleplayer, Controller, +, ",VALOFE,VALOFE,Mixed,"- 52% of the 30,705 user reviews for this game are positive."
Rewrite+,17-Dec-21,$49.99 ,"Adventure, Casual","Visual Novel, Anime, Casual, Adventure, Interactive Fiction, Choose Your Own Adventure, Simulation, Dating Sim, 2D, Colorful, Atmospheric, Comedy, Drama, Romance, Choices Matter, Multiple Endings, Story Rich, Singleplayer, Text-Based, Sexual Content, +, ",VisualArts/Key,Sekai Project,Very Positive,- 94% of the 392 user reviews for this game are positive.
Sniper Elite 5: Saboteur Weapon and Skin Pack,23-May-23,$9.99 ,"Action, Adventure","Action, Adventure, Gore, Violent, +, ",Rebellion,Rebellion,Mostly Negative,- 32% of the 98 user reviews for this game are positive.
Double Dragon Gaiden: Rise Of The Dragons,27-Jul-23,$24.99 ,"Action, Adventure, Casual","Beat 'em up, Local Co-Op, Side Scroller, Action Roguelike, Pixel Graphics, 2D, Retro, Local Multiplayer, Action, Martial Arts, 1990's, Adventure, Old School, Combat, Post-apocalyptic, Controller, Co-op, Multiplayer, Singleplayer, Casual, +, ",Secret Base,Maximum Entertainment,Very Positive,- 84% of the 688 user reviews for this game are positive.
Sonic the Hedgehog 4 - Episode II,15-May-12,$9.99 ,Adventure,"Adventure, Platformer, Co-op, 2D, Action, Local Co-Op, Great Soundtrack, Online Co-Op, Fast-Paced, Local Multiplayer, Singleplayer, Colorful, 2.5D, Family Friendly, Multiplayer, Side Scroller, 2D Platformer, +, ",SEGA,SEGA,Mostly Positive,"- 78% of the 1,439 user reviews for this game are positive."
Withering Rooms,5-Apr-24,$24.99 ,"Action, Adventure, RPG","Horror, Action Roguelike, 2.5D, Mystery, Adventure, Procedural Generation, 2D, Female Protagonist, Stealth, Action, RPG, Singleplayer, Souls-like, Side Scroller, Survival Horror, Dark, Action RPG, Roguelite, Metroidvania, +, ",Moonless Formless,Perp Games,Overwhelmingly Positive,- 96% of the 799 user reviews for this game are positive.
Train Sim World® 5: San Bernardino Line: Los Angeles - San Bernardino Route Add-On,17-Sep-24,$39.99 ,Simulation,"Simulation, Adventure, Automobile Sim, Immersive Sim, First-Person, Realistic, Atmospheric, Driving, Family Friendly, Relaxing, Trains, Transportation, Open World, Physics, Story Rich, Singleplayer, +, ",Dovetail Games,Dovetail Games - TSW,7 user reviews,#NAME?
Big Farm Story,2-Aug-21,$19.99 ,"Adventure, Casual, RPG, Simulation","Singleplayer, Farming, Life Sim, Local Co-Op, Story Rich, Dog, Choose Your Own Adventure, Farming Sim, RPG, Narration, Nature, Relaxing, Simulation, Crafting, Cartoony, Cute, Adventure, Casual, Cooking, Co-op, +, ",Goodgame Studios,Goodgame Studios,Mostly Positive,"- 78% of the 1,068 user reviews for this game are positive."
Alien: Isolation - The Trigger,3-Mar-15,$7.99 ,Action,"Action, Horror, +, ",Creative Assembly,SEGA,Mostly Positive,- 72% of the 55 user reviews for this game are positive.
Surviving Mars: Below and Beyond,7-Sep-21,$19.99 ,"Simulation, Strategy","Simulation, Strategy, +, ",Haemimont Games,Paradox Interactive,Mostly Negative,- 21% of the 446 user reviews for this game are positive.
Shadowrun Returns,25-Jul-13,$14.99 ,"Adventure, Indie, RPG, Strategy","RPG, Cyberpunk, Turn-Based, Isometric, Sci-fi, Indie, Strategy, Singleplayer, Tactical, Adventure, Moddable, Kickstarter, CRPG, Story Rich, Fantasy, Atmospheric, Turn-Based Strategy, Dystopian, Crowdfunded, Female Protagonist, +, ",Harebrained Schemes,Paradox Interactive,Very Positive,"- 88% of the 9,180 user reviews for this game are positive."
Rolling Line,27-Apr-18,$19.99 ,"Casual, Indie, Simulation","Trains, Simulation, Casual, Indie, Sandbox, VR, Transportation, Level Editor, Singleplayer, Building, Moddable, Relaxing, Driving, Family Friendly, Immersive Sim, +, ",Gaugepunk Games,Gaugepunk Games,Overwhelmingly Positive,"- 96% of the 1,938 user reviews for this game are positive."
RAGE,3-Oct-11,$9.99 ,Action,"FPS, Post-apocalyptic, Action, Open World, Shooter, Singleplayer, First-Person, Racing, Sci-fi, Multiplayer, Co-op, Gore, Atmospheric, Adventure, RPG, Horror, Crafting, Survival, Linear, Online Co-Op, +, ",id Software,Bethesda Softworks,Mostly Positive,"- 76% of the 11,492 user reviews for this game are positive."
The Secret of Monkey Island: Special Edition,15-Jul-09,$9.99 ,Adventure,"Point & Click, Adventure, Comedy, Classic, Pirates, Remake, Funny, Singleplayer, Puzzle, 1990's, 2D, Great Soundtrack, Story Rich, Retro, Cult Classic, Pixel Graphics, Nostalgia, Atmospheric, Escape Room, Family Friendly, +, ",LucasArts,LucasArts,Overwhelmingly Positive,"- 95% of the 4,864 user reviews for this game are positive."
Calico,15-Dec-20,$11.99 ,"Casual, Indie, RPG, Simulation","Cute, Casual, Cats, Indie, Simulation, LGBTQ+, Open World, Relaxing, Female Protagonist, Singleplayer, Character Customization, RPG, Life Sim, Family Friendly, 3D, Magic, Building, Anime, Dog, Horses, +, ",Peachy Keen Games,Whitethorn Games,Very Positive,"- 89% of the 2,995 user reviews for this game are positive."
Mary Skelter Finale,12-Sep-23,$39.99 ,"RPG, Strategy","RPG, Strategy, Adventure, JRPG, Party-Based RPG, Strategy RPG, Dungeon Crawler, Turn-Based Strategy, Visual Novel, Tactical RPG, Turn-Based Tactics, Anime, Cartoon, Colorful, Cute, Dystopian, Fantasy, Post-apocalyptic, Combat, Female Protagonist, +, ",Compile Heart,Idea Factory International,Mostly Positive,- 75% of the 73 user reviews for this game are positive.
Rail Route,22-Feb-24,$24.99 ,"Casual, Indie, Simulation, Strategy","Building, Sandbox, Management, Base Building, Economy, City Builder, Trains, Logic, Automation, Puzzle, Simulation, Time Management, Real Time Tactics, Transportation, Singleplayer, Relaxing, Strategy, 2D, Minimalist, Education, +, ",Bitrich.info,Bitrich.info,Very Positive,"- 90% of the 1,733 user reviews for this game are positive."
Alien: Isolation - Trauma,2-Dec-14,$7.99 ,Action,"Action, +, ",Creative Assembly,SEGA,Mostly Positive,- 76% of the 51 user reviews for this game are positive.
Zoo Tycoon: Ultimate Animal Collection,14-Sep-18,$19.99 ,Simulation,"Simulation, Management, Sandbox, Multiplayer, Singleplayer, Family Friendly, Building, City Builder, +, ",Frontier Developments,Xbox Game Studios,Mixed,"- 64% of the 1,423 user reviews for this game are positive."
Town of Salem 2,25-Aug-23,Free To Play,"Action, Casual, RPG, Strategy, Free To Play","Free to Play, Social Deduction, Strategy, RPG, PvP, Casual, Conversation, Multiplayer, Strategy RPG, Cartoony, Fantasy, Werewolves, Magic, Mystery, Cartoon, Supernatural, Psychological Horror, Choices Matter, Cute, Isometric, +, ",BlankMediaGames LLC,Digital Bandidos,Mostly Positive,"- 74% of the 7,298 user reviews for this game are positive."
Sword Art Online: Hollow Realization Deluxe Edition,27-Oct-17,$49.99 ,"Action, Adventure, Casual, RPG","Anime, RPG, Action, JRPG, Open World, Multiplayer, MMORPG, Adventure, Character Customization, Casual, Singleplayer, Sexual Content, Nudity, Co-op, Hack and Slash, Massively Multiplayer, Dating Sim, Visual Novel, Mature, Memes, +, ",AQURIA,BANDAI NAMCO Entertainment,Mostly Positive,"- 78% of the 5,602 user reviews for this game are positive."
Football Manager 25,Mar-25,$59.99 ,"Simulation, Sports, Strategy","Sports, Simulation, Strategy, Football (Soccer), Management, 2D, 3D, Real Time Tactics, Strategy RPG, Character Customization, Singleplayer, Multiplayer, PvP, +, ",Sports Interactive,SEGA,No user reviews,No user reviews
REAVER,30-Nov-23,$16.99 ,"Action, Indie, Early Access","Early Access, Arena Shooter, Fast-Paced, Stylized, FPS, Spectacle fighter, Character Action Game, PvE, Difficult, Shooter, 3D, Action, First-Person, Cyberpunk, Colorful, Boomer Shooter, Sci-fi, Robots, Futuristic, Combat, +, ",MAD TRIO,MAD TRIO,Very Positive,- 93% of the 412 user reviews for this game are positive.
The Life and Suffering of Sir Brante,4-Mar-21,$19.99 ,"Adventure, Indie, RPG, Simulation, Strategy","Choices Matter, RPG, Story Rich, Interactive Fiction, Choose Your Own Adventure, Visual Novel, Text-Based, Indie, Medieval, Adventure, Simulation, Singleplayer, Atmospheric, Replay Value, Strategy, Dark Fantasy, Violent, Management, 2D, Tabletop, +, ",Sever,101XP,Very Positive,"- 90% of the 6,479 user reviews for this game are positive."
Aerofly FS 4 Flight Simulator,4-Jul-22,$59.99 ,"Action, Indie, Racing, Simulation","Flight, Racing, Exploration, Simulation, Immersive Sim, VR, Action, Sports, Physics, 3D, 3D Vision, First-Person, Open World, Realistic, Third Person, Indie, Singleplayer, +, ",IPACS,IPACS,Very Positive,- 87% of the 680 user reviews for this game are positive.
aerofly RC 10 - RC Flight Simulator,1-Nov-23,$79.99 ,"Indie, Simulation","Simulation, Flight, Realistic, VR, Immersive Sim, PvP, Education, 3D, 3D Vision, Indie, First-Person, Split Screen, Multiplayer, Singleplayer, +, ",IPACS,IPACS,Mostly Positive,- 70% of the 62 user reviews for this game are positive.
MADiSON VR,2-May-24,$34.99 ,"Action, Adventure, Indie, Simulation","Psychological Horror, Horror, Survival Horror, Dark, Adventure, Demons, Puzzle, Story Rich, Exploration, VR, Narration, Thriller, Drama, Psychological, Survival, Gore, Stealth, Action, Assassin, Action-Adventure, +, ",BLOODIOUS GAMES,BLOODIOUS GAMES,Very Positive,- 81% of the 112 user reviews for this game are positive.
Until You Fall,27-Oct-20,$24.99 ,"Action, Adventure, Indie","VR, Swordplay, Roguelite, Hack and Slash, Arcade, Fighting, Combat, Action, Soundtrack, First-Person, Singleplayer, Fantasy, Magic, Roguelike, Action Roguelike, Indie, Adventure, Fast-Paced, Great Soundtrack, Early Access, +, ",Schell Games,Schell Games,Very Positive,"- 94% of the 2,776 user reviews for this game are positive."
"Sniper Elite 5: Conqueror Mission, Weapon and Skin Pack",29-Nov-22,$9.99 ,"Action, Adventure","Action, Adventure, Gore, Violent, +, ",Flix Interactive,Rebellion,Mixed,- 59% of the 94 user reviews for this game are positive.
LumineNight,28-Nov-24,$24.99 ,"Adventure, Indie","Adventure, Story Rich, Atmospheric, Mystery, Detective, Exploration, Visual Novel, Anime, Cartoony, Side Scroller, Point & Click, Noir, Puzzle, Investigation, 2.5D, Stealth, Retro, 2D, Singleplayer, Indie, +, ",Spickasoft,Spickasoft,7 user reviews,#NAME?
College Bowl,20-Jun-24,$24.99 ,"Action, Indie, Simulation, Sports, Strategy","Sports, Football (American), Immersive Sim, Real Time Tactics, PvP, Arcade, eSports, Character Customization, 2.5D, Cute, 2D, Top-Down, Controller, Team-Based, Pixel Graphics, Moddable, Physics, 4 Player Local, Local Co-Op, Local Multiplayer, +, ",Super Pixel Games,Super Pixel Games,Very Positive,- 88% of the 197 user reviews for this game are positive.
